word	finnish-fi	emotion	emotion-intensity-score
asshole	kusipää	disgust	0.836
like	kuten	trust	0.484
shrink	kutistua	fear	0.234
tickle	kutittaa	anticipation	0.438
tickle	kutittaa	joy	0.47
tickle	kutittaa	trust	0.297
invite	kutsu	anticipation	0.57
invite	kutsu	joy	0.457
invite	kutsu	trust	0.43
uninvited	kutsumaton	anger	0.203
hearing	kuulo	fear	0.156
interrogate	kuulustella	fear	0.375
interrogation	kuulustelu	fear	0.609
announcement	kuulutus	anticipation	0.734
hot	kuuma	anger	0.529
fever	kuume	fear	0.469
frantically	kuumeisesti	fear	0.717
sixty	kuusikymmentä	joy	0.016
moonlight	kuutamo	joy	0.364
cube	kuutio	trust	0.391
artwork	kuvamateriaali	joy	0.265
governor	kuvernööri	trust	0.453
gubernatorial	kuvernöörin	trust	0.312
nauseate	kuvottaa	disgust	0.703
sickening	kuvottava	anger	0.606
sickening	kuvottava	disgust	0.742
sickening	kuvottava	fear	0.625
sickening	kuvottava	sadness	0.75
crouch	kyhjöttää	fear	0.266
villager	kyläläinen	trust	0.438
broadside	kyljittäin	anticipation	0.305
glut	kyllästää	disgust	0.508
fedup	kyllästynyt	anger	0.734
coldsweat	kylmähiki	fear	0.438
coldness	kylmyys	anger	0.477
coldness	kylmyys	disgust	0.266
coldness	kylmyys	fear	0.375
bath	kylpy	joy	0.182
bathtub	kylpyamme	joy	0.156
spa	kylpylä	anticipation	0.43
spa	kylpylä	joy	0.333
spa	kylpylä	trust	0.312
talons	kynnet	anger	0.297
talons	kynnet	fear	0.547
claw	kynsiä	anger	0.485
claw	kynsiä	fear	0.406
candle	kynttilä	joy	0.234
chandler	kynttiläkauppias	trust	0.391
votive	kynttilälyhty	trust	0.477
candlelight	kynttilänvalo	joy	0.424
candles	kynttilät	joy	0.25
helmet	kypärä	fear	0.094
ripen	kypsyä	anticipation	0.625
immaturity	kypsymättömyyttä	anger	0.273
immaturity	kypsymättömyyttä	anticipation	0.273
dubious	kyseenalainen	fear	0.391
questionable	kyseenalainen	disgust	0.234
poll	kysely	trust	0.352
cyst	kysta	fear	0.391
cystic	kystinen	disgust	0.641
demand	kysyntä	anger	0.485
simmering	kytevän	anticipation	0.617
cop	kyttä	fear	0.273
cop	kyttä	trust	0.43
dove	kyyhkynen	anticipation	0.328
dove	kyyhkynen	joy	0.312
dove	kyyhkynen	trust	0.469
adder	kyykäärme	anger	0.212
adder	kyykäärme	disgust	0.383
adder	kyykäärme	fear	0.547
elbow	kyynärpää	anger	0.117
forearm	kyynärvarsi	anger	0.156
forearm	kyynärvarsi	anticipation	0.25
cringe	kyyristyä	disgust	0.516
cringe	kyyristyä	fear	0.578
grades	laadut	fear	0.094
escalate	laajeta	anger	0.569
doctor	lääkäri	trust	0.641
laurels	laakeriseppele	joy	0.521
medical	lääketieteellinen	anticipation	0.438
medical	lääketieteellinen	fear	0.297
medical	lääketieteellinen	trust	0.508
medication	lääkitys	fear	0.156
county	lääni	trust	0.336
lava	laava	anger	0.234
lava	laava	fear	0.588
labyrinth	labyrintti	anticipation	0.43
getaway	lähdepois	joy	0.469
intimately	läheisesti	anticipation	0.453
intimately	läheisesti	fear	0.156
intimately	läheisesti	joy	0.507
closeness	läheisyys	joy	0.552
convergence	lähentyminen	anticipation	0.547
impending	lähestyvä	anticipation	0.664
impending	lähestyvä	fear	0.562
approaching	lähestyy	anticipation	0.688
submit	lähetä	anticipation	0.477
submitting	lähettämällä	fear	0.281
gift	lahja	anticipation	0.625
gift	lahja	joy	0.547
gifts	lahjat	joy	0.547
impart	lahjoittaa	trust	0.445
endowment	lahjoitusvarat	trust	0.594
bribery	lahjonta	disgust	0.5
sectarian	lahkolais-	anger	0.359
sectarian	lahkolais-	fear	0.359
rot	laho	disgust	0.891
rot	laho	fear	0.594
depart	lähteä	anticipation	0.5
indelible	lähtemätön	trust	0.5
cove	lahti	anticipation	0.32
cove	lahti	disgust	0.117
cove	lahti	fear	0.141
cove	lahti	joy	0.203
countdown	lähtölaskenta	anticipation	0.75
countdown	lähtölaskenta	fear	0.156
lawful	laillinen	trust	0.641
legalized	laillistettu	anger	0.145
legalized	laillistettu	fear	0.156
legalized	laillistettu	joy	0.203
legalized	laillistettu	trust	0.578
spank	läimäys	anger	0.652
spank	läimäys	fear	0.587
neglected	laiminlyöty	anger	0.324
neglected	laiminlyöty	disgust	0.414
quote	lainata	anticipation	0.242
quotes	lainausmerkit	joy	0.294
waves	laineet	joy	0.266
legislature	lainsäädäntö	trust	0.336
legislator	lainsäätäjä	trust	0.406
unlawful	lainvastainen	anger	0.451
unlawful	lainvastainen	disgust	0.406
unlawful	lainvastainen	fear	0.519
flange	laippa	trust	0.242
lazyday	laiskapäivä	joy	0.318
sloth	laiskiainen	disgust	0.539
illegal	laiton	anger	0.394
illegal	laiton	disgust	0.43
illegal	laiton	fear	0.5
extrajudicial	laittomista	fear	0.422
lawlessness	laittomuuden	anger	0.563
lawlessness	laittomuuden	fear	0.531
illegality	laittomuus	anger	0.455
illegality	laittomuus	disgust	0.477
illegality	laittomuus	fear	0.469
slam	läjähtää	anger	0.803
slam	läjähtää	fear	0.484
graded	lajitellut	fear	0.075
law	laki	trust	0.547
lawyer	lakimies	anger	0.25
lawyer	lakimies	disgust	0.352
lawyer	lakimies	fear	0.349
strike	lakko	anger	0.721
laxative	laksatiivi	disgust	0.641
laxative	laksatiivi	fear	0.312
recession	lama	anger	0.234
recession	lama	disgust	0.492
recession	lama	fear	0.344
paralyze	lamaannuttaa	fear	0.828
lamb	lammas	joy	0.219
lamb	lammas	trust	0.477
warm	lämmin	joy	0.429
heated	lämmitetty	anger	0.545
warms	lämmittää	joy	0.391
pond	lampi	joy	0.089
warmth	lämpö	joy	0.53
thermometer	lämpömittari	trust	0.305
wireless	langaton	anger	0.125
wireless	langaton	anticipation	0.344
discourage	lannistaa	fear	0.281
disheartened	lannistua	sadness	0.788
indomitable	lannistumaton	fear	0.438
manure	lannoite	disgust	0.82
launches	lanseeraukset	fear	0.344
dung	lanta	disgust	0.789
impermeable	läpäisemätön	anger	0.455
impermeable	läpäisemätön	fear	0.438
soaked	läpimärkä	anger	0.226
infanticide	lapsenmurha	anger	0.688
infanticide	lapsenmurha	anticipation	0.32
infanticide	lapsenmurha	disgust	0.836
infanticide	lapsenmurha	fear	0.609
babysitter	lapsenvahti	trust	0.609
child	lapsi	anticipation	0.523
child	lapsi	joy	0.466
childhood	lapsuus	joy	0.394
slap	läpsy	anger	0.791
laser	laser	trust	0.352
depreciate	laskea	anger	0.315
depreciate	laskea	disgust	0.344
reckoning	laskelma	anticipation	0.641
calculation	laskeminen	anticipation	0.5
counted	lasketaan	trust	0.477
descent	laskeutuminen	fear	0.391
calculator	laskin	trust	0.477
parachute	laskuvarjo	fear	0.344
attendance	läsnäolo	anticipation	0.5
grandchildren	lastenlapset	anticipation	0.539
grandchildren	lastenlapset	joy	0.54
grandchildren	lastenlapset	trust	0.492
nursery	lastentarha	joy	0.234
nursery	lastentarha	trust	0.477
latte	latte	joy	0.078
laudation	laudation	trust	0.484
tripping	laukaisu	anger	0.25
shot	laukaus	anger	0.672
shot	laukaus	fear	0.734
sing	laulaa	anticipation	0.411
sing	laulaa	joy	0.729
sing	laulaa	trust	0.422
ditty	laulelma	joy	0.141
singing	laulu	joy	0.591
theorem	lause	trust	0.445
board	lauta	anticipation	0.234
lavender	laventeli	joy	0.409
punched	lävistettyjä	anger	0.803
punching	lävistys	anger	0.803
kite	leija	disgust	0.055
lion	leijona	fear	0.484
pare	leikata	anger	0.182
pare	leikata	anticipation	0.336
pare	leikata	fear	0.367
cutting	leikkaus	anger	0.485
cutting	leikkaus	disgust	0.352
cutting	leikkaus	fear	0.484
scalpel	leikkausveitsi	fear	0.5
dissection	leikkely	disgust	0.759
playground	leikkikenttä	anticipation	0.383
playground	leikkikenttä	joy	0.391
playground	leikkikenttä	trust	0.344
playhouse	leikkimökki	joy	0.312
playful	leikkisä	anger	0.061
playful	leikkisä	joy	0.609
playful	leikkisä	trust	0.43
cutter	leikkuri	fear	0.344
pastry	leivonnainen	joy	0.229
gentle	lempeä	joy	0.485
pilot	lentäjä	trust	0.57
flying	lentäminen	fear	0.281
airport	lentokenttä	anticipation	0.5
planes	lentokoneita	fear	0.274
leprosy	lepra	disgust	0.773
leprosy	lepra	fear	0.766
leprosy	lepra	sadness	0.719
lesbian	lesbo	disgust	0.289
lesbians	lesbot	trust	0.43
bran	leseet	disgust	0.125
leukemia	leukemia	anger	0.365
leukemia	leukemia	fear	0.688
leukemia	leukemia	sadness	0.797
temperate	leuto	trust	0.547
rested	levännyt	joy	0.281
rest	levätä	joy	0.469
restless	levoton	fear	0.204
anxiety	levottomuus	anger	0.344
anxiety	levottomuus	anticipation	0.609
anxiety	levottomuus	fear	0.594
sludge	liete	disgust	0.648
flesh	liha	disgust	0.352
butcher	lihakauppias	anger	0.578
butcher	lihakauppias	disgust	0.594
butcher	lihakauppias	fear	0.609
carnivorous	lihansyöjä	fear	0.531
soar	liidellä	joy	0.531
hypertrophy	liikakasvu	disgust	0.422
hypertrophy	liikakasvu	fear	0.594
obese	liikalihava	disgust	0.734
obesity	liikalihavuus	disgust	0.695
motion	liike	anticipation	0.469
transaction	liiketoimi	trust	0.414
exercise	liikunta	joy	0.258
disabled	liikuntarajoitteinen	fear	0.406
bonding	liimaus	joy	0.469
exaggerate	liioitella	anger	0.263
goo	liisteri	disgust	0.656
alliance	liitto	joy	0.368
covenant	liitto	trust	0.672
chancellor	liittokansleri	trust	0.445
allied	liittoutunut	trust	0.695
grime	lika	disgust	0.703
dirty	likainen	disgust	0.727
myopia	likinäköisyys	anger	0.283
phlegm	lima	disgust	0.758
slimy	limainen	disgust	0.703
mucous	limakalvo	disgust	0.758
lines	linjat	fear	0.031
castle	linna	joy	0.219
fort	linnake	trust	0.562
fortress	linnoitus	fear	0.281
fortress	linnoitus	trust	0.461
lens	linssi	trust	0.336
tarantula	lintuhämähäkki	fear	0.672
soak	liota	joy	0.121
mag	lipas	trust	0.234
visor	lippa	anticipation	0.289
flagship	lippulaiva	trust	0.469
reproductive	lisääntymis	joy	0.156
surcharge	lisämaksu	anger	0.136
listenting	listenting	joy	0.359
listneing	listneing	joy	0.212
squelch	litinä	anger	0.409
squelch	litinä	disgust	0.367
slop	litku	disgust	0.641
slippery	liukas	fear	0.181
dissolution	liukeneminen	anger	0.391
dissolution	liukeneminen	fear	0.375
glide	liukua	anticipation	0.477
glide	liukua	joy	0.162
comforting	lohdullinen	joy	0.636
dragon	lohikäärme	fear	0.594
cleave	lohkaista	fear	0.391
balm	lohtu	anticipation	0.398
balm	lohtu	joy	0.152
conjure	loihtia	anticipation	0.484
defection	loikkaus	fear	0.398
warp	loimi	anger	0.34
blaze	loimu	anger	0.578
parasite	loinen	disgust	0.789
parasite	loinen	fear	0.578
brilliant	loistava	anticipation	0.461
brilliant	loistava	joy	0.859
brilliant	loistava	trust	0.609
radiance	loiste	anticipation	0.523
radiance	loiste	joy	0.725
radiance	loiste	trust	0.492
regal	loistelias	trust	0.469
splendor	loisto	anticipation	0.555
splendor	loisto	joy	0.788
fender	lokasuoja	trust	0.359
vacation	loma	anticipation	0.695
vacation	loma	joy	0.547
holidayseason	lomakausi	joy	0.688
juststop	lopetajo	anger	0.537
definitive	lopullinen	trust	0.609
eventually	lopulta	trust	0.461
ultimately	lopulta	anticipation	0.523
endless	loputon	anger	0.198
endless	loputon	fear	0.297
endless	loputon	joy	0.303
endless	loputon	trust	0.344
jingle	loru	joy	0.516
slush	loska	disgust	0.422
lottery	lotto	anticipation	0.703
offend	loukata	anger	0.75
offend	loukata	disgust	0.422
injuring	loukkaantui	fear	0.609
injured	loukkaantunut	fear	0.719
offended	loukkaantunut	anger	0.652
hurtful	loukkaava	anger	0.603
hurtful	loukkaava	disgust	0.367
hurtful	loukkaava	fear	0.625
insulting	loukkaavia	anger	0.652
insulting	loukkaavia	disgust	0.461
insulting	loukkaavia	fear	0.435
encroachment	loukkaus	fear	0.656
insult	loukkaus	anger	0.603
insult	loukkaus	disgust	0.393
slur	loukkaus	anger	0.596
slur	loukkaus	disgust	0.547
luncheon	lounas	joy	0.172
lovee	lovee	joy	0.92
loveee	loveee	joy	0.932
lovinlife	lovinlife	joy	0.797
found	löydetty	joy	0.258
found	löydetty	trust	0.484
lockup	lukita	fear	0.453
illiterate	lukutaidoton	disgust	0.383
snowing	lumentulo	joy	0.271
flurries	lumikuuroja	fear	0.266
blizzard	lumimyrsky	fear	0.656
snowy	luminen	joy	0.234
snowfall	lumisade	joy	0.286
avalanche	lumivyöry	fear	0.703
enchanting	lumoava	anticipation	0.617
enchanting	lumoava	joy	0.828
enchanted	lumottu	joy	0.781
enchanted	lumottu	trust	0.516
rags	lumput	disgust	0.32
redeemed	lunastettu	joy	0.375
ransom	lunnaat	anger	0.438
ransom	lunnaat	fear	0.644
create	luoda	joy	0.288
thankgod	luojankiitos	joy	0.594
godsend	luojanlykky	joy	0.688
rating	luokitus	anger	0.182
rating	luokitus	fear	0.25
temper	luonne	anger	0.688
scenic	luonnonkaunis	joy	0.375
disaster	luonnonmullistus	anger	0.721
disaster	luonnonmullistus	disgust	0.508
disaster	luonnonmullistus	fear	0.875
disaster	luonnonmullistus	sadness	0.758
draft	luonnos	anticipation	0.461
sketching	luonnosteluun	joy	0.266
unnatural	luonnoton	disgust	0.398
unnatural	luonnoton	fear	0.422
nature	luonto	joy	0.5
renegade	luopio	anger	0.529
abandon	luopua	fear	0.531
renounce	luopua	anger	0.484
convent	luostari	trust	0.547
repulsion	luotaantyöntävä	disgust	0.727
repulsion	luotaantyöntävä	fear	0.431
faithful	luotettava	joy	0.529
reliable	luotettava	trust	0.703
lender	luotonantaja	trust	0.43
rely	luottaa	trust	0.648
trust	luottamus	anticipation	0.391
confident	luottavainen	fear	0.094
confident	luottavainen	joy	0.531
credit	luotto	trust	0.516
alienate	luovuttaa	anger	0.485
alienate	luovuttaa	disgust	0.453
conveyancing	luovutuskirjoja	trust	0.438
creativity	luovuus	joy	0.484
auspicious	lupaava	anticipation	0.484
auspicious	lupaava	joy	0.391
promises	lupauksia	trust	0.547
promise	lupaus	joy	0.415
genial	lupsakka	joy	0.621
rascal	lurjus	anger	0.234
rascal	lurjus	disgust	0.258
rascal	lurjus	fear	0.25
slut	lutka	anger	0.578
slut	lutka	disgust	0.703
lieutenant	luutnantti	trust	0.508
wrongful	luvaton	anger	0.441
wrongful	luvaton	disgust	0.352
lynch	lynkata	anger	0.69
lynch	lynkata	disgust	0.766
lynch	lynkata	fear	0.719
lynch	lynkata	sadness	0.773
unbeaten	lyömätön	anticipation	0.336
unbeaten	lyömätön	joy	0.438
lyre	lyyra	joy	0.234
lyrical	lyyrinen	joy	0.439
ground	maa	trust	0.398
grounded	maadoitettu	fear	0.242
mage	maagi	fear	0.297
magical	maaginen	anticipation	0.609
magical	maaginen	joy	0.742
immigrant	maahanmuuttaja	fear	0.219
apocalypse	maailmanloppu	fear	0.844
secular	maallinen	anticipation	0.328
landmark	maamerkki	trust	0.477
manic	maaninen	fear	0.625
earthquake	maanjäristys	anger	0.391
earthquake	maanjäristys	fear	0.812
earthquake	maanjäristys	sadness	0.734
countryman	maanmies	trust	0.484
exile	maanpako	anger	0.469
exile	maanpako	fear	0.516
exile	maanpako	sadness	0.742
treason	maanpetos	anger	0.516
treason	maanpetos	disgust	0.688
treason	maanpetos	fear	0.656
landslide	maanvyörymä	fear	0.625
petroleum	maaöljy	disgust	0.219
soil	maaperä	disgust	0.312
deadlines	määräajat	fear	0.188
destination	määränpää	anticipation	0.703
destination	määränpää	fear	0.109
destination	määränpää	joy	0.281
dispose	määrätä	disgust	0.359
govern	määrätä	trust	0.547
determinate	määrätty	anticipation	0.477
determinate	määrätty	trust	0.57
ordinance	määräys	trust	0.57
define	määritellä	trust	0.539
countryside	maaseutu	joy	0.25
farm	maatila	anticipation	0.352
decompose	maatua	disgust	0.789
mafia	mafia	fear	0.734
magnet	magneetti	trust	0.367
magnetic	magneettinen	trust	0.461
prospective	mahdollinen	anticipation	0.703
eventuality	mahdollisuus	anticipation	0.5
unthinkable	mahdoton	anger	0.406
unthinkable	mahdoton	disgust	0.453
unthinkable	mahdoton	fear	0.516
mighty	mahtava	anger	0.172
mighty	mahtava	fear	0.203
mighty	mahtava	joy	0.438
mighty	mahtava	trust	0.469
amazingly	mahtavasti	joy	0.703
greatnight	mahtavayö	joy	0.734
awesomeness	mahtavuutta	joy	0.926
pompous	mahtipontinen	disgust	0.422
repute	maine	trust	0.336
shoutout	maininta	trust	0.344
promo	mainos	trust	0.359
hype	mainostemppu	anticipation	0.641
flattering	mairitteleva	joy	0.576
scenery	maisema	joy	0.453
hammering	mäiske	anger	0.5
smack	maiskuttaa	anger	0.615
savor	maistella	anticipation	0.375
savor	maistella	disgust	0.117
savor	maistella	joy	0.531
savor	maistella	trust	0.508
lodging	majapaikka	trust	0.445
majesty	majesteetti	trust	0.5
majestic	majesteettinen	anticipation	0.578
majestic	majesteettinen	joy	0.682
majestic	majesteettinen	trust	0.625
lying	makaava	anger	0.408
lying	makaava	disgust	0.531
sweet	makea	anticipation	0.445
sweet	makea	joy	0.625
sweet	makea	trust	0.484
sweets	makeiset	anticipation	0.469
sweets	makeiset	joy	0.562
sweetness	makeus	joy	0.833
makingdisciples	makingdisciples	joy	0.136
pay	maksaa	anticipation	0.461
pay	maksaa	joy	0.242
pay	maksaa	trust	0.43
owing	maksamatta	trust	0.289
maxim	maksiimi	trust	0.359
chargeable	maksu	fear	0.312
fee	maksu	anger	0.172
insolvent	maksukyvytön	fear	0.406
insolvent	maksukyvytön	trust	0.289
insolvency	maksukyvyttömyys	fear	0.391
malaria	malaria	disgust	0.781
malaria	malaria	fear	0.609
sobriety	maltillisuus	trust	0.586
composure	maltti	fear	0.172
exorcism	manaus	fear	0.8
mandamus	mandamus	fear	0.359
mandarin	mandariini	trust	0.297
manicure	manikyyri	joy	0.344
manipulation	manipulointi	anger	0.603
manipulation	manipulointi	fear	0.531
manual	manuaalinen	trust	0.367
grumble	marmattaa	anger	0.544
grumble	marmattaa	disgust	0.336
marshal	marsalkka	trust	0.469
martial	martial	anger	0.426
martyr	marttyyri	fear	0.562
martyrdom	marttyyrikuolema	fear	0.562
marvelously	marvelously	joy	0.881
depression	masennus	fear	0.508
depression	masennus	sadness	0.925
depress	masentaa	fear	0.422
depress	masentaa	sadness	0.755
depressing	masentava	disgust	0.375
depressing	masentava	sadness	0.906
disheartening	masentavaa	sadness	0.719
demoralized	masentuneet	fear	0.578
demoralized	masentuneet	sadness	0.781
depressed	masentunut	anger	0.297
depressed	masentunut	fear	0.469
depressed	masentunut	sadness	0.859
masks	maskit	fear	0.562
masochism	masokismi	anger	0.556
masochism	masokismi	disgust	0.664
masochism	masokismi	fear	0.594
gluttony	mässäily	disgust	0.625
pus	mätä	disgust	0.773
rotting	mätänevät	disgust	0.844
mathematical	matemaattinen	trust	0.477
materialist	materialisti	disgust	0.328
journey	matka	anticipation	0.711
journey	matka	fear	0.062
journey	matka	joy	0.447
baggage	matkatavarat	trust	0.391
travel	matkustaa	joy	0.409
travel	matkustaa	trust	0.422
passenger	matkustaja	anticipation	0.438
worm	mato	anticipation	0.203
mau	mau	trust	0.312
distasteful	mauton	disgust	0.508
vulgarity	mauttomuus	anger	0.75
vulgarity	mauttomuus	disgust	0.703
badger	mäyrä	anger	0.406
meditation	meditaatio	joy	0.446
meditating	meditoi	joy	0.297
luscious	mehevä	anticipation	0.43
luscious	mehevä	joy	0.682
bee	mehiläinen	anger	0.152
bee	mehiläinen	fear	0.234
fairly	melko	trust	0.594
riots	mellakat	anger	0.824
riot	mellakka	anger	0.788
riot	mellakka	fear	0.766
paddle	meloa	anticipation	0.32
melody	melodia	joy	0.348
melodrama	melodraama	anger	0.212
noisy	meluisa	anger	0.25
memoriesiwontforget	memoriesiwontforget	joy	0.682
perish	menehtyä	fear	0.784
perish	menehtyä	sadness	0.859
perished	menehtyi	sadness	0.797
succeed	menestyä	anticipation	0.633
succeed	menestyä	joy	0.516
succeed	menestyä	trust	0.555
succeeding	menestyminen	anticipation	0.609
succeeding	menestyminen	joy	0.576
succeeding	menestyminen	trust	0.562
success	menestys	anticipation	0.602
success	menestys	joy	0.797
lose	menettää	disgust	0.25
lose	menettää	fear	0.391
losing	menettää	anger	0.349
proceeding	menettely	anticipation	0.492
loss	menetys	anger	0.324
loss	menetys	fear	0.578
gnome	menninkäinen	anger	0.109
gnome	menninkäinen	disgust	0.203
